niva,omrade,matchort,namn,namn_fold,parti,parti_abbr,organ,roll,roll_kategori,sida
kommun,Degerfors,Degerfors,Johanna Svärd,johanna svard,Socialdemokraterna,S,Kultur- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Degerfors,Degerfors,Lina Gustafson,lina gustafson,Vänsterpartiet,V,Kultur- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eda,Eda,Fredrik Karlsson,fredrik karlsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Eda,Eda,Fredrik Karlsson,fredrik karlsson,Centerpartiet,C,Kommunstyrelsens presidium,Förste vice ordförande,ledning,styre (trol.)
kommun,Eda,Eda,Hanna Andersson,hanna andersson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Eda,Eda,Hanna Andersson,hanna andersson,Moderaterna,M,Kommunstyrelsens presidium,Ordförande,ledning,styre (trol.)
kommun,Eda,Eda,Monica Aarholdt,monica aarholdt,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Eda,Eda,Monica Aarholdt,monica aarholdt,Socialdemokraterna,S,Kommunstyrelsens presidium,Andre vice ordförande,ledning,opposition (trol.)
kommun,Eda,Eda,Anders Gustafsson,anders gustafsson,Kristdemokraterna,KD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eda,Eda,Bertil Börjeson,bertil borjeson,Hela Edas Lista,Hela Edas Lista,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Eda,Eda,Odd Westby,odd westby,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eksjö,Eksjö,Annelie Hägg,annelie hagg,Centerpartiet,C,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Eksjö,Eksjö,Markus Kyllenbeck,markus kyllenbeck,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Eksjö,Eksjö,Sebastian Hörlin,sebastian horlin,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Eksjö,Eksjö,Gun-Ann Öholm Jansson,gun-ann oholm jansson,Centerpartiet,C,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eksjö,Eksjö,Nathalie Nilsson,nathalie nilsson,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Eksjö,Eksjö,Rozita Hedqvist,rozita hedqvist,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eksjö,Eksjö,Annelie Sjöberg,annelie sjoberg,Moderaterna,M,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eksjö,Eksjö,Stig Axelsson,stig axelsson,Socialdemokraterna,S,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Eksjö,Eksjö,Sven-Olov Lindahl,sven-olov lindahl,Liberalerna,L,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Emmaboda,Emmaboda,Emma Åhlander Hansson,emma ahlander hansson,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Emmaboda,Emmaboda,Johan Jonsson,johan jonsson,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Emmaboda,Emmaboda,Maria Ixcot Nilsson,maria ixcot nilsson,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Emmaboda,Emmaboda,Linda Johansson,linda johansson,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Emmaboda,Emmaboda,Per Adolfsson,per adolfsson,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Emmaboda,Emmaboda,Stefan Månsson,stefan mansson,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Enköping,Enköping,Anders Wikman,anders wikman,Nystart Enköping,Nystart Enköping,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Enköping,Enköping,Jesper Englundh,jesper englundh,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Enköping,Enköping,Peter Book,peter book,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Enköping,Enköping,Joséphine Närholm,josephine narholm,Moderaterna,M,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Enköping,Enköping,Madlin Marouki,madlin marouki,Kristdemokraterna,KD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Enköping,Enköping,Solweig Sundblad,solweig sundblad,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Enköping,Enköping,Tuija Rönnback,tuija ronnback,Nystart Enköping,Nystart Enköping,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Enköping,Enköping,Åsa Andersson,asa andersson,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Enköping,Enköping,Johan Enfeldt,johan enfeldt,Socialdemokraterna,S,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Enköping,Enköping,Magnus Johansson,magnus johansson,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Jari Puustinen,jari puustinen,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Johan Lidén,johan liden,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Marie Svensson,marie svensson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Carina Ålander,carina alander,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Carina Ålander,carina alander,Socialdemokraterna,S,Socialnämndens biståndsutskott,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Göran Gredfors,goran gredfors,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Göran Gredfors,goran gredfors,Moderaterna,M,Socialnämndens biståndsutskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Lars Bohlin,lars bohlin,Sverigedemokraterna,SD,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Majo Brostedt Kuusikoski,majo brostedt kuusikoski,Socialdemokraterna,S,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Rafal Wisniewski,rafal wisniewski,Moderaterna,M,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Tony Meshko,tony meshko,Kristdemokraterna,KD,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Tony Meshko,tony meshko,Kristdemokraterna,KD,Socialnämndens biståndsutskott,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Björn Larsson,bjorn larsson,Socialdemokraterna,S,Gymnasienämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Charlott Elf,charlott elf,Sverigedemokraterna,SD,Arbetsmarknads- och vuxenutbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Elin Blomberg,elin blomberg,Sverigedemokraterna,SD,Grundskolenämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Laith Al-Ameri,laith al-ameri,Socialdemokraterna,S,Förskolenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Mikael Edlund,mikael edlund,Socialdemokraterna,S,Grundskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Mikael Nygren,mikael nygren,Sverigedemokraterna,SD,Gymnasienämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Muhammed Tahsin,muhammed tahsin,Moderaterna,M,Gymnasienämnden,Ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Nina Tuncer,nina tuncer,Socialdemokraterna,S,Förskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Owe Ek,owe ek,Socialdemokraterna,S,Arbetsmarknads- och vuxenutbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Paul Sabo,paul sabo,Kristdemokraterna,KD,Förskolenämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eskilstuna,Eskilstuna,Ulla Grip,ulla grip,Moderaterna,M,Grundskolenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eskilstuna,Eskilstuna,Åsa Salo,asa salo,Moderaterna,M,Arbetsmarknads- och vuxenutbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Eslöv,Eslöv,Catharina Malmborg,catharina malmborg,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Eslöv,Eslöv,Fredrik Ottesen,fredrik ottesen,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Eslöv,Eslöv,Johan Andersson,johan andersson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Eslöv,Eslöv,Lena Hugosdotter Sundberg,lena hugosdotter sundberg,Moderaterna,M,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Eslöv,Eslöv,Linus Walemo,linus walemo,Sverigedemokraterna,SD,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Eslöv,Eslöv,Tony Hansson,tony hansson,Socialdemokraterna,S,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Eslöv,Eslöv,Claus-Göran Wodlin,claus-goran wodlin,Moderaterna,M,Barn- och familjenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eslöv,Eslöv,Cvetanka Bojcevska,cvetanka bojcevska,Sverigedemokraterna,SD,Gymnasie- och vuxenutbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eslöv,Eslöv,David Westlund,david westlund,Socialdemokraterna,S,Barn- och familjenämnden,Ordförande,utbildning,styre (trol.)
kommun,Eslöv,Eslöv,Dennis Larsen,dennis larsen,Sverigedemokraterna,SD,Barn- och familjenämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Eslöv,Eslöv,"Eva Bengtsson, Löberöd","eva bengtsson, loberod",Socialdemokraterna,S,Gymnasie- och vuxenutbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Eslöv,Eslöv,Tony Ekblad,tony ekblad,Moderaterna,M,Gymnasie- och vuxenutbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Essunga,Essunga,Daniel Andersson,daniel andersson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Essunga,Essunga,Pernilla Jönsson,pernilla jonsson,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Essunga,Essunga,Peter Andréasson,peter andreasson,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Essunga,Essunga,Catharina Åslund,catharina aslund,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Essunga,Essunga,Cliff Nyqvist,cliff nyqvist,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Essunga,Essunga,Joakim Svensson,joakim svensson,Moderaterna,M,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Essunga,Essunga,Jörgen Dimenäs,jorgen dimenas,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Fagersta,Fagersta,Johan Engberg,johan engberg,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Falkenberg,Falkenberg,Miranda Bodiroza,miranda bodiroza,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Falkenberg,Falkenberg,Per Svensson,per svensson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Falkenberg,Falkenberg,Sandra Johansson,sandra johansson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Falkenberg,Falkenberg,Andreas Engebrethsen,andreas engebrethsen,Socialdemokraterna,S,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Falkenberg,Falkenberg,Katrin Carlsson,katrin carlsson,Centerpartiet,C,Socialnämnd,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Falkenberg,Falkenberg,Kim Johansen,kim johansen,Socialdemokraterna,S,Socialnämnd,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Falkenberg,Falkenberg,John Störby,john storby,Socialdemokraterna,S,Barn- och utbildningsnämnd,Förste vice ordförande,utbildning,styre (trol.)
kommun,Falkenberg,Falkenberg,Mikael Svensson,mikael svensson,Moderaterna,M,Barn- och utbildningsnämnd,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Falkenberg,Falkenberg,Peter Dygården,peter dygarden,Socialdemokraterna,S,Barn- och utbildningsnämnd,Ordförande,utbildning,styre (trol.)
kommun,Falun,Falun,Anders Lindh,anders lindh,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Falun,Falun,Liza Lundberg,liza lundberg,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Falun,Falun,Susanne Martinsson,susanne martinsson,Centerpartiet,C,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Falun,Falun,Jenny Norén,jenny noren,Centerpartiet,C,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Falun,Falun,Linda Andersson,linda andersson,Moderaterna,M,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Falun,Falun,Susanne Norberg,susanne norberg,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Falun,Falun,Sven-Olov Ytterholm,sven-olov ytterholm,Moderaterna,M,Arbetslivs- och socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Falun,Falun,Tony Björk,tony bjork,Socialdemokraterna,S,Arbetslivs- och socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Falun,Falun,Åsa Nilser,asa nilser,Liberalerna,L,Arbetslivs- och socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Falun,Falun,Anna Granath,anna granath,Moderaterna,M,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Falun,Falun,Elisabeth Rooth Eriksson,elisabeth rooth eriksson,Centerpartiet,C,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Falun,Falun,Jonas Sallén Lennerthson,jonas sallen lennerthson,Socialdemokraterna,S,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Finspång,Finspång,Inge Jacobsson,inge jacobsson,Moderaterna,M,Kommunalråd,Oppositionsråd,ledning,opposition
kommun,Finspång,Finspång,Inge Jacobsson,inge jacobsson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Finspång,Finspång,Kristin Yderfors,kristin yderfors,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Finspång,Finspång,Mats Annerfeldt,mats annerfeldt,Socialdemokraterna,S,Kommunalråd,Kommunalråd,ledning,styre (trol.)
kommun,Finspång,Finspång,Mats Annerfeldt,mats annerfeldt,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Flen,Flen,Ann-Charlotte Munter,ann-charlotte munter,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Flen,Flen,Björn Carlsson,bjorn carlsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Flen,Flen,Emma Dahlin,emma dahlin,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Flen,Flen,Göran Jönsson,goran jonsson,Moderaterna,M,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Flen,Flen,Stefan Zunko,stefan zunko,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Flen,Flen,Svitlana Jelisic,svitlana jelisic,Centerpartiet,C,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Flen,Flen,Hans Åfeldt,hans afeldt,Socialdemokraterna,S,"Barn-, utbildnings- och kulturnämnden",Ordförande,utbildning,styre (trol.)
kommun,Flen,Flen,Ingegärd Branting,ingegard branting,Centerpartiet,C,"Barn-, utbildnings- och kulturnämnden",Förste vice ordförande,utbildning,styre (trol.)
kommun,Flen,Flen,Katarina Lagerstedt,katarina lagerstedt,Moderaterna,M,"Barn-, utbildnings- och kulturnämnden",Andre vice ordförande,utbildning,opposition (trol.)
kommun,Forshaga,Forshaga,Marian Gustavsson,marian gustavsson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Forshaga,Forshaga,Peter Andersson,peter andersson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Forshaga,Forshaga,Stefan Ögren,stefan ogren,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Forshaga,Forshaga,Lars-Göran Carlsson,lars-goran carlsson,Centerpartiet,C,Vård- och omsorgsnämnd,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Forshaga,Forshaga,Maria Norell,maria norell,Socialdemokraterna,S,Vård- och omsorgsnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Forshaga,Forshaga,Peter Andersson,peter andersson,Sverigedemokraterna,SD,Vård- och omsorgsnämnd,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Forshaga,Forshaga,Aakash Budathoki,aakash budathoki,Socialdemokraterna,S,Barn- och utbildningsnämnd,Ordförande,utbildning,styre (trol.)
kommun,Forshaga,Forshaga,Anna Maria Andersson,anna maria andersson,Moderaterna,M,Barn- och utbildningsnämnd,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Forshaga,Forshaga,Marita Ögren,marita ogren,Centerpartiet,C,Barn- och utbildningsnämnd,Förste vice ordförande,utbildning,styre (trol.)
kommun,Färgelanda,Färgelanda,Eva-Lena Johansson,eva-lena johansson,Socialdemokraterna,S,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Färgelanda,Färgelanda,Tommy Larsson,tommy larsson,Sverigedemokraterna,SD,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Gagnef,Gagnef,Anders Bengtsson,anders bengtsson,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Gagnef,Gagnef,Eva-Lotta Törnblom Nises,eva-lotta tornblom nises,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Gagnef,Gagnef,Fredrik Jarl,fredrik jarl,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Gagnef,Gagnef,Birgitta Floresjö,birgitta floresjo,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Gagnef,Gagnef,Eva-Lotta Törnblom Nises,eva-lotta tornblom nises,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Gagnef,Gagnef,Jan Wiklund,jan wiklund,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Gagnef,Gagnef,Johan Eriksson,johan eriksson,Centerpartiet,C,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Gislaved,Gislaved,Anton Sjödell,anton sjodell,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Gislaved,Gislaved,Marie Johansson,marie johansson,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Gislaved,Gislaved,Rut Johannesson,rut johannesson,Medborgarpartiet i Gislaved,Medborgarpartiet i Gislaved,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Gislaved,Gislaved,Lise-Lotte Jonasson,lise-lotte jonasson,Medborgarpartiet i Gislaved,Medborgarpartiet i Gislaved,Socialnämnd,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Gislaved,Gislaved,Lise-Lotte Jonasson,lise-lotte jonasson,Medborgarpartiet i Gislaved,Medborgarpartiet i Gislaved,Socialnämndens socialutskott,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Gislaved,Gislaved,Mikael Kindbladh,mikael kindbladh,Westbopartiet,Westbopartiet,Socialnämnd,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Gislaved,Gislaved,Thomas Johansson,thomas johansson,Westbopartiet,Westbopartiet,Socialnämndens socialutskott,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Gislaved,Gislaved,Ylva Samuelsson,ylva samuelsson,Socialdemokraterna,S,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Gislaved,Gislaved,Ylva Samuelsson,ylva samuelsson,Socialdemokraterna,S,Socialnämndens socialutskott,Ordförande,omsorg/vård,styre (trol.)
