VALTYP;VALOMRÅDESKOD;VALOMRÅDESNAMN;VALKRETSKOD;VALKRETSNAMN;PARTIBETECKNING;PARTIFÖRKORTNING;ORDNING;KANDIDATNUMMER;NAMN;FOLKBOKFÖRINGSKOMMUN;GILTIG
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;2;17049;Erik Berg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;20;17070;Håkan Marklund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;21;17048;Thea Andersson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;22;14063;Niklas Hjelm-Smith;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;23;55384;Jan Lundberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;24;17124;Lina Nordquist;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;25;17077;Peter Nordgren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;3;17051;Ludvig Arbin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;4;17046;Céline Serap Akar;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;5;17061;Leocard Jager;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;6;17050;Ottilia Eliasson Skuncke;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;7;17053;Anders Olsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;8;17058;Anders Westerlind;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalerna (tidigare Folkpartiet);L;9;17057;Camilla Westerborn;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI; ;57596;Zeste, Katarina;Enköping;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;1;17044;Mohamad Hassan;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;10;17059;Janine Bichara;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;11;57591;Martin Lampa Kurkkio;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;12;57593;Vivianne Backman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;13;17066;Dennis Kronholm;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;14;57599;Majlinda Schalin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;15;57555;Demir Kasumovic;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;16;17055;Alexander Engman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;17;57601;Adrian Manneroja;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;18;57622;Tove Österling;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;19;57617;Otto Birkhoff;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;2;17043;Jennie Claesson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;20;57618;Bodil Frick;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;21;17064;Carl Nettelblad;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;22;57595;Lena Åberg Frisk;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;23;17060;Edvin Mårtensson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;24;57600;Jonas Boström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;25;57611;Ann Hammarstrand;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;26;57605;Istvan von Polgar;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;27;57603;Peter Söderlund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;28;57623;Joacim Wallner;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;29;57621;Stefan Edelsvärd;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;3;17063;Malin Sjöberg Högrell;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;30;57624;Halo Hassan;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;31;57597;Anita Ericsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;32;57547;Hans Fredlund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;33;57602;Sture Blomgren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;34;57625;Agneta Simonsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;35;57609;Björn Smeds;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;36;17068;Christer Berg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;37;57626;Terry Carlbom;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;4;17047;Anders A. Aronsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;5;57610;Helena Hedman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;6;38269;Anders Wallin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;7;57598;Stefan Berggren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;8;57592;Sussie Åhlander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Liberalt Initiativ;LI;9;17045;Carl Sträng;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;1;40924;David Midhage;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;10;37605;Ann-Sofi Adersteg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;11;37615;Mattias Pudas;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;12;37612;Petter Wiktander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;13;37613;Mats Forssblad;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;14;37618;Mikael Adersteg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;15;38556;Mikael Sjödin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;16;37607;Fredrik Lejonklou;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;2;37611;Joel Sydén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;3;37610;Albert Sjöberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;4;37604;Daniel Bolander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;5;37606;Anders Morell;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;6;37616;Tomaz Hägglund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;7;37614;Nicholas Aujalay;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;8;37608;Mattias Pihl;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Medborgerlig Samling;MED;9;40928;Lars Janson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;1;38098;Linda Eskilsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;10;38094;Ingemar Eriksson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;11;38079;Julia Falkerby;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;12;38085;Joel Persson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;13;38104;Sara Bergengren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;14;38092;Per Eric Rosén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;15;38075;Helena Nordström Källström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;16;38086;Michael Johansson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;17;33563;Agnes Tillberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;18;38080;Rickard Malmström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;19;38095;Noomi Wirén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;2;38115;David Ling;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;20;33919;Fabian Lidbaum;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;21;38116;Maria Frensborg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;22;44594;Andreas Christoffersson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;23;44596;Susanne Engström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;24;38389;Paul Eskilsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;25;44598;Nora Sverredal;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;26;38406;Henry Kallioniemi;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;27;38084;Louise Petrusson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;28;38117;Martin Kalling;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;29;44599;Marie Sturdy;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;3;38385;Klara Ellström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;30;38388;Samuel Ross;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;31;44602;Märta Frensborg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;32;38386;Charles Pylad;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;33;38118;Sofie Hargemark;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;34;38106;Trond Svendsen;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;35;44600;Liselott Skarp;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;36;44597;Henry Mispelaere;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;37;38083;Byaz Hesso;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;38;38384;Jan Hagerlid;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;39;38404;Lennart Köhler;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;4;38108;Erik Wahlström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;40;38078;Mårten Fjällström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;41;38112;Mattias Ekberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;42;38097;Vilmer Tegman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;43;44595;Anders Gustafsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;44;44593;Otto Orrvik;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;45;44601;Ahmad Orfali;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;46;44592;Alexander Mild;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;5;38089;Saga Karlsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;6;38096;Juni Rosenkvist Malmberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;7;38087;Stina Bergström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;8;38099;Anna Nilsson Örnestrand;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Miljöpartiet de gröna;MP;9;44591;Frida Johnson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;1;4990;Therez Almerfors;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;10;2851;Klas Bergström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;11;4994;Mårten Blix;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;12;4995;Kristian P Ljungberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;13;2841;Olivia Bergström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;14;4996;Tobias E. Hägglund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;15;2853;Mattias Jansson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;16;2855;Magnus Åkerman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;17;4997;Mats Gyllander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;18;2850;Carolina Bringborn;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;19;4998;Fredrik Björkman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;2;2840;Sofia Andersson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;20;4999;Lukas Zeiler;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;21;5000;Felicia Sundmark;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;22;5001;Amelie Duvner;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;23;5002;Robin Akkus;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;24;5003;Lars Harlin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;25;5005;Mats B Andersson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;26;5006;Katarina Reigo;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;27;5007;Mats Hansén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;28;5008;Amina Jarra Eze;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;29;5009;Johan Finot Kvarnström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;3;2837;Fredrik Hultman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;30;5010;Elin Simmesgård;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;31;5011;Niclas Uggla;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;32;5013;Ulf Åström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;33;5014;Vivianne Eriksson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;34;5015;Daniel Åkerman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;35;5017;Uffe Ålander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;36;5018;Lena Sandström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;37;5019;Johannes Thernström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;38;5020;Nicolai Slotte;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;39;5022;Nannah Hallberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;4;2836;Cecilia Forss;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;40;5023;Krister Allard;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;41;5024;Erica Åhström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;42;5025;Peter Hagström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;43;5026;Ludvig Sahlin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;44;5027;Didrik Stein Lagerling;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;45;5028;Maria Jansson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;46;5029;Maris Rasul;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;47;5030;Marcus Jansson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;48;5032;Sten Sundeman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;49;5033;Lena Fransson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;5;2839;Markus Lagerquist;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;50;5034;Valter Otterstedt;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;51;5035;Anders Björkstrand;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;52;5036;Carl Mohlin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;53;5037;Thord Hägg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;54;5038;Johannes Thyrén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;55;5039;Inger Liljeberg Kjelsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;56;5040;Joakim Lindström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;57;5041;Per Anders Gustafsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;58;5043;Per Westlund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;6;4991;Edvin Littorin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;7;4992;Mathias Kullberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;8;2847;Madeleine Andersson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Moderaterna;M;9;4993;John Manders;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Ny Allians; ;1;4306;TARIK KASIM;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Ny Allians; ;2;5745;SARAH RIMMÖ;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Partiet Arkitekturupproret;PAU; ;54123;Tarras-Wahlberg, Björn;Stockholm;J
KF;0380;Uppsala;038000;Uppsala;Partiet Arkitekturupproret;PAU;1;55602;Hedda Dahlman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Piratpartiet;PP;1;57511;Caesar Ullström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Piratpartiet;PP;2;57854;Ellinor Gyldberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Piratpartiet;PP;3;57417;Johannes Öhlin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Piratpartiet;PP;4;57803;Beatrice Friis;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;1;16953;Maria Rosander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;10;24765;Anders Sehlin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;11;24264;Mike Tutsch;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;12;24263;Jan-Olov Råman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;13;24262;Sandra Nordström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;14;24767;Carl Undén;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;15;24796;Sandra Sjögren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;16;24766;Julius Saglam;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;17;24797;Henric Coliander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;18;24798;Victor Sjöstedt;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;19;24799;Felix Lindroth;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;2;16948;Emil Eneblad;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;20;24257;Joakim Zetterström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;21;24258;Karine Vardanian;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;22;24800;Magnus Lind;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;23;24801;Nova Nirell;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;24;24260;Leif Larsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;25;24761;Roger Thelander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;26;24802;Magnus Malm;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;27;24756;Christer Olsson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;28;24803;Liselotte Strand;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;29;24259;Bo Mikael Ritscher;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;3;16958;Bonny Trolle;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;30;24804;Eric Davon;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;31;50354;Lars Björndahl;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;4;5130;David Perez;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;5;24261;Alexander von Uckerman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;6;24770;Gustaf Brännhammar;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;8;24757;Lisen Burmeister;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Sverigedemokraterna;SD;9;24762;Mattias Jansson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Upplysningspartiet; ; ;849;Cavelind, Jörgen;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA; ;57966;Gorji, Behnam;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA; ;57207;Häyrén, Anneli;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;1;57240;Ali Moulavi;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;10;57229;Ladan Alizadeh;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;11;57332;Ludvig Stjernström;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;2;57206;Sabina Swahn;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;3;57205;Rebaz William Zindrou;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;4;57235;Steven Moulavi;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;5;57204;Lena Brunnberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;6;57208;Peter Nordin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;7;57275;Anna-Karin Eriksson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;8;57285;Per Fredriksson;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Uppsala ansvarspartiet;UA;9;57209;Lena Styfberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;1;47416;Theo Blanco;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;10;47406;Eva Salomon;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;11;47422;Maryam Safarizadeh;Haninge;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;12;47411;Johan Ulin;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;13;47415;Johan Rylander;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;14;47407;Peter Eklund;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;15;47434;Gunnel Jägare;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;16;47427;Britt-Marie Thörnstrand;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;17;47426;Peter Ekerling;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;18;47423;Ulf Tillman;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;19;47429;Thomas Blomqvist;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;2;47417;Lina Hamberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;20;47432;Erika Wallgren;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;21;47428;Karin Lamberg;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;22;47431;Jampee Wall;Uppsala;J
KF;0380;Uppsala;038000;Uppsala;Utvecklingspartiet demokraterna;UPDEM;23;47424;Erik Malmstig;Uppsala;J
